121.5	109.6	-33.2
81.4	109.8	-32.7
68.8	111.3	-27.2
1	75.9	-73.6
81.7	109.7	-34.4
23.4	305.5	-36.5
15.1	106.4	-45.2
65.6	108.9	-38.4
13	106.2	-46.1
23.5	108.2	-40.8
60.7	12	-79.2
100	110.7	-34.3
90.5	109.3	-39.2
18.3	332.8	-72.9
95	110.6	-35.6
53.9	111.1	-34.1
88.3	111.1	-34.2
63.6	112.3	-29.3
96.1	112.5	-28.9
97.7	111.2	-34.9
47.1	111.3	-34.4
2.4	351.5	-78.1
73.3	312.9	-56.8
20.6	14	-80.1
72.4	354.2	-78.6
12.8	108.1	-45.8
55.6	112.8	-28.6
35.4	110.6	-38
81.1	358.1	-79.2
24.4	310.2	-52.2
56.2	111.4	-36
6.8	43.7	-80.4
110.7	111.9	-33.8
19.3	73.9	-77
65.3	323.1	-69.1
57.1	111.5	-36.1
127.6	112.2	-33
82.2	112.3	-33
56.8	113.1	-29.1
23.7	108.1	-48
64.2	113.3	-28.8
117.3	111.6	-36.4
28.9	330.3	-73.5
106.9	112.3	-34.1
149.9	112.5	-33.6
52	112.1	-35.6
70.3	108	-49.7
191.3	112.4	-34.2
79.5	112.7	-32.8
112.3	111.1	-39.7
75.9	111.2	-40
12.7	110	-44.9
116.9	113.3	-32
68.9	112.7	-35.2
26.4	116.5	-14.2
5.9	55.9	-80.7
57.3	102.9	-62.2
1.3	332.9	-75.7
60.7	114	-32.3
15.9	109.8	-49.6
40.6	76	-78.9
158.4	114.2	-32.1
60.5	114.3	-32.1
76.8	113.2	-37.6
80.6	113.3	-37.7
25.6	78.5	-78.9
69.3	113.4	-38.8
85.3	117.3	-15.3
78.9	113.7	-38.5
21.4	305.2	-39.9
15.9	110.6	-51.2
0.7	119	-3.3
60.5	109.6	-54.4
20.7	308.5	-52.9
87.6	113.8	-40
63.8	114	-39.3
87.6	113.9	-39.9
84.1	113.9	-39.8
78.6	113.9	-39.8
82	115.2	-32.8
92.6	113.9	-40.3
83.7	114.1	-40
58.1	114.3	-38.6
12.8	312.4	-62.9
95.9	115.6	-34.1
78.3	115	-38.1
12.5	113.5	-45.9
66.3	116	-33
67.1	116.3	-31.2
63.9	115.5	-37.7
44	115.1	-40.7
44.4	107	-66.6
29	340.5	-81.6
76.6	116.8	-30.9
28.3	113.4	-50.8
59.2	109.6	-63.5
112.6	117	-31.8
76.3	117.1	-31.8
117.9	116.7	-35.2
61.7	117.4	-29.4
80.3	117.2	-31.5
76.6	117.3	-31.6
85.9	117.4	-31.3
82.7	116.2	-41.1
103.1	117.6	-31.3
17.8	112.6	-58.9
17	338.3	-82.4
47.3	117.6	-33.7
82	90	-81.3
51.5	106.3	-72.7
40.3	306.4	-52.7
71.6	118.2	-31
60.2	118.1	-31.3
56.4	117.3	-39.3
66.2	106.5	-73.6
83.3	118.2	-31.9
62	105	-75.4
0.7	119.8	-14.3
25.5	112.7	-63.6
38.1	108.9	-72.1
19	347.9	-84.8
18.4	340.7	-84
19	21.9	-86.1
22.9	354	-85.3
18.8	110.3	-70.9
47.8	118.5	-34.3
75.1	118.9	-30.8
80.9	118.4	-38.5
9.8	58.6	-86.1
86.8	119.1	-30.9
56.9	110.3	-72.4
75.7	118.4	-38.8
56.3	11.1	-86.5
75.7	118.7	-38.8
39.6	310.2	-70.3
38.3	86.8	-84.4
73.7	119.2	-33.6
80.9	103.5	-80.2
67.1	119.6	-30.1
38.3	309.8	-70.4
84.2	119.6	-32.5
0.7	120.8	-14.5
18.4	109.8	-76.7
77.6	27.6	-87.3
46.4	116.9	-59.7
73.8	318.5	-81
51.9	100.4	-82.7
67	117	-59.8
0.7	120.7	-21.1
20.3	111.6	-76.5
24.4	304.9	-53.6
71.8	120.4	-31.1
19.1	101.9	-83.5
24.9	109.2	-80.8
56.2	117.8	-64.3
65.6	120.7	-33
0.7	121.1	-22
0.7	121.2	-21.6
67.7	120.9	-29.3
4.5	101.2	-84.8
48.7	118.5	-62.9
89.3	89.9	-86.8
62.2	121.1	-30
85.6	118.1	-67
128.4	120.9	-36.6
63.5	120.9	-36
11.6	116.1	-78.4
69.7	319.2	-85.8
20.2	118	-74.3
35.5	121.2	-43.4
65.9	121.6	-32.6
94.1	121.7	-31.1
85.6	121.7	-36.4
58.4	121.8	-30.2
65.3	121.8	-32.5
2.1	113.9	-83.6
17.1	314.1	-85.6
3	97.4	-88
20	119.6	-74.3
16.8	119.9	-72.7
72.8	121.5	-54.6
43.3	120.9	-65.6
68.8	122.3	-34.7
70.1	122.5	-31.3
3.7	119.4	-83.9
27.1	303.1	-50.6
73.5	122.6	-31.1
21.9	122.6	-69.9
21.9	122.7	-69.9
17.9	123	-64.1
47	123	-33.2
21.6	123.2	-63.4
11.8	123	-15.3
81.8	123.3	-48.4
99.7	123.2	-38.5
19.4	299.1	-85.9
0.1	302.8	-44.3
47.9	123.3	-33.8
72.2	123.5	-40.9
50.4	123.5	-33.6
59.8	302.4	-59
61	204.3	-89.5
68.9	301.6	-71.9
65.5	298.3	-83.8
83.9	123.7	-26.1
59.6	123.8	-31.5
99.5	123.8	-33.6
1.2	299.2	-79.4
65.7	129	-81.8
45.1	123.9	-31.3
51.4	123.9	-31.2
64.5	124.1	-31.8
86.9	301.2	-64.3
86.9	301.1	-64.1
76.9	299.8	-71.7
55.1	124.6	-32.5
80.3	127.2	-67.9
30.2	135	-81.4
38.9	124.2	-14.8
36.7	292.7	-80.8
41.6	124.8	-27.3
20.7	129.1	-70.3
0.1	287.5	-83.2
81.5	125.2	-32
61.8	125.3	-32.2
53.7	302.7	-31.6
23.7	124.6	-15.2
66.3	125.4	-31.3
28.7	127.3	-55.2
13.7	130.4	-70.3
101.7	300.6	-57.3
28.2	301	-51.5
37.6	126.5	-40.4
32.1	131.2	-69
74	125.9	-30.6
0.7	129.7	-60.6
13.8	132.4	-68.8
54	126.4	-31.1
82.9	126.6	-31.4
55.7	126.8	-30.4
62.5	126.8	-30.2
62.5	126.8	-30.3
62.5	126.8	-30.3
62.5	126.8	-30.3
20.6	300.9	-47.2
62.5	126.9	-30.4
85.6	294.8	-70
66.9	126.9	-29.3
70.8	294.1	-70.7
84.1	294.4	-70.1
62.5	127	-29.6
25.3	131.8	-60.9
57.5	127.3	-30.6
2.4	127	-27
72.1	278.6	-80.7
48.5	279.1	-80.5
11.8	126.1	-13.1
59	127.5	-29.1
100.4	136.1	-68.2
62.5	127.6	-29.5
67.9	251.7	-84.6
65.7	298.1	-58.1
71.1	127.6	-27.4
32.5	134.2	-63.1
60	297	-61
62.6	255.3	-83.8
14.9	134.2	-61.4
72.3	298.4	-54.5
63.5	297.1	-58.9
84.1	135.9	-64
106.4	128.3	-28.9
41.5	262.6	-82.6
79.8	127.4	-20.1
85.7	253.1	-83.5
113.8	260	-82.8
18.9	136.3	-63.1
30.7	207.1	-84.6
44.6	129.1	-31.5
69.3	128.7	-28.8
56.9	129.2	-31.5
58.2	264.8	-81.3
68.4	293.8	-63.3
57.6	129.6	-29.5
30.5	136.6	-58.7
29.8	132.7	-45.8
42.4	262.4	-80.8
32.5	136.8	-58.7
50.6	129.8	-29.3
28.1	136	-56.3
116.3	130.6	-33.2
83	266.6	-79.7
47.9	138.2	-60.6
61.3	182	-82
9.4	134.3	-49.8
60.8	261.9	-80.5
106.8	132.3	-41.4
29.3	136.8	-56.8
75.9	129.6	-25.1
25.8	138.9	-61
55.5	130.5	-29.2
60.8	130.5	-28.9
51.5	130.5	-28.9
105.5	130.4	-27.8
60.8	130.6	-29.1
76.1	130.6	-28.5
32.4	135.1	-49.2
27.8	138.7	-58.1
32.1	136.5	-52.5
79	272.1	-77
76	130.8	-28
61.4	141.9	-63.1
61.4	142	-63.2
79.7	272.4	-76.8
61.4	140.1	-60
51.2	131.3	-30.2
61.4	142.1	-63.1
61.4	142.1	-63
61.4	142.1	-63
61.4	142.1	-62.9
61.4	142.1	-62.9
61.4	142.1	-62.9
61.4	142.1	-62.9
61.4	142.2	-62.9
61.4	142.2	-62.9
61.4	142.1	-62.8
23.4	146	-67.4
49.7	131	-27.6
21.5	202	-81.9
61	264.1	-78.4
61.4	142.8	-62.8
49	131.9	-30.7
54.4	130.9	-25.1
162.4	129.9	-19.2
61.4	143.5	-63.3
73.3	131.9	-30.2
108.2	141.1	-59.1
56.7	132.2	-30.1
10.6	144.1	-62.5
83	278.6	-72.6
37.6	133.7	-36.2
70.9	212.9	-81.3
16.9	188.3	-80.1
37.2	288.3	-64.9
79.2	137.2	-47.7
23.4	149.8	-67.6
57.9	132.2	-27.4
53.4	132.6	-28.6
25.5	141.8	-56.8
55.2	132.3	-26.8
22.2	300.6	-37.5
23.8	150.9	-67.6
22.9	151.3	-67.9
37	142.9	-57.7
0.7	133.6	-31.3
41.6	254	-78.3
68.9	206.1	-80.3
17.5	229.1	-80.3
25.2	143.1	-56.8
3.9	273.7	-73.1
23.1	152.5	-67.7
55.2	259.8	-76.7
62.1	300.6	-36.6
9.7	138.6	-45.7
87.8	134.1	-29.9
66.1	134.2	-29.4
70.7	133.6	-26.5
58.2	274	-71.8
54.2	301.3	-33.6
62.3	274	-71.8
76.6	230.6	-79.2
24.2	155.1	-67.4
167.9	149.7	-62.3
69.5	224.1	-79.2
9.3	139.7	-45.4
56.3	134.3	-27.2
54.4	301.2	-33.7
65.7	221.6	-78.8
31.7	141.8	-48.4
10.8	141.3	-47.1
36.9	139.6	-42.9
64.3	178.6	-75.2
11.8	141.6	-47.3
8	139.2	-41.3
25.1	136.7	-32.7
68.1	134.4	-24
3.6	273.1	-70.3
89.7	269.7	-71.6
72.6	148.2	-56.8
93.5	137	-32.6
77.8	135.3	-26.4
29.6	135.1	-25.1
26.1	289.8	-57
49.1	138.7	-36.7
75.6	135.5	-25.9
6.4	138	-33.9
65.3	135.5	-25.5
15.2	284.5	-62.3
7.5	138	-33.8
79	135	-25
70.3	144.5	-49
19.8	167.9	-70.1
68.4	279.7	-65.6
19.5	147.9	-54.2
24.6	164.2	-68.2
21.5	164.8	-68.5
29	140.7	-40.2
23.3	140.3	-38.9
76.5	136	-25.9
4.6	136.9	-28.7
21	169.4	-70.2
53	136	-25.6
29.3	140.4	-38.9
43	138.7	-33.9
37.7	138.6	-33.4
77.3	136.3	-26
53	136	-25
35.2	140.7	-39.1
66	168.5	-69.5
60.8	136.4	-26
20.9	164.7	-67.6
28.1	140.8	-38.9
32	140.7	-38.4
66.5	136.3	-25.2
34.8	235.8	-76.1
53	136.6	-25.1
61.9	157.4	-62.1
53.4	145.4	-47.5
20.3	173	-70.4
21.4	150.7	-55.3
46.1	136.8	-24.2
10.8	150.9	-53.7
37.5	200.4	-74.7
57.9	150.9	-53.7
82.2	137	-23.9
19	166.3	-66.3
65.4	138	-26.8
53	138.4	-27.9
74.2	269.2	-68.6
106.1	137.2	-24.2
55.8	157.7	-60.4
60.7	138.4	-27.9
22.8	171.2	-68.3
53	138.5	-27.7
40.5	137.7	-25
60.7	240.1	-74.4
12.3	135.1	-16.4
63.1	259	-71.4
48.6	141.5	-35.1
45.7	213.6	-75
86.5	156	-58
32.3	144.4	-41.1
30.1	144.4	-41
17.3	163.5	-63.3
67.7	139.4	-28.6
53	139.7	-29.2
83	142.3	-35.8
36.1	137.7	-22.7
55.4	150.8	-50.8
3.3	140.9	-31.6
75.2	141.9	-33.8
53.8	141.9	-33.7
58	286.4	-56.2
59.8	222.6	-74.3
68.8	299	-36.9
90.9	146.2	-42.5
31.2	145.7	-41
35.1	144.2	-37.8
35.6	143.4	-35.9
17.6	147.2	-43.4
47.8	138.2	-22.5
9.3	143.4	-35.8
23.5	165.9	-62.8
21.8	282.4	-59
88.9	151.9	-49.3
58.6	260.9	-69
66.3	278.6	-61.4
71.6	142.9	-32.9
47	260	-69.1
23.2	151.6	-47.6
51.1	139	-21.7
70.6	283.2	-57.3
76.9	143.9	-33.7
57.1	205.3	-72
46.3	236.6	-72
93.4	154.4	-50.2
79.8	139.4	-21.7
21.7	258.2	-68.7
76.1	203.3	-71.5
89.7	296.3	-41
20.7	155.3	-51.1
67.3	254.5	-69.4
46.1	139.9	-22.6
66.7	144.6	-33.7
49.6	140	-22.7
62.4	245	-70.9
52.6	142.3	-28.3
88.4	141.3	-25.9
82.3	143.3	-30.4
186.6	164.2	-58.3
34.9	194.6	-69.8
90	293.7	-44.7
56.5	145.2	-33.4
48.4	230.4	-71.5
63.7	143.1	-28.1
12.7	197.5	-69.7
56.4	142.6	-26.9
61.1	147.4	-36.8
42.8	191.6	-68.5
20	157.6	-51.1
62.4	146	-33.9
49.1	230.4	-71.2
95	141.5	-23.9
86	142.9	-26.9
34.7	144.6	-30.7
92.5	143.2	-27.5
59.4	143.4	-27
73	144.4	-28.7
21.3	195.5	-68.2
15.3	201.9	-69.2
65.1	145.3	-30
66.3	256.8	-66.9
29.7	197.7	-68.4
